"WaderBirdID","ObsCatchNr.x","BirdId.x","FirstCode","Code.x","BillShape","BH"
"STW1",1,1,"RY-YTRA","RY-YTRA","PB",4.300000191
"STW2",1,2,"RY-YTRB","RY-YTRB","HB",5.900000095
"STW3",3,3,"RY-YTRH","RY-YTRH","H",6.300000191
"STW4",3,4,"RY-YTRE","RY-YTRE","H",6.199999809
"STW5",3,5,"RY-YTRJ","RY-YTRJ","P",3.599999905
"STW6",3,6,"RY-YTRK","RY-YTRK","P",3.700000048
"STW7",3,7,"RY-YTRL","RY-YTRL","P",4.099999905
"STW8",3,8,"RY-YTRN","RY-YTRN","P",3.099999905
"STW9",3,9,"RY-YTRP","RY-YTRP","P",3.900000095
"STW11",3,11,"RY-YTRC","RY-YTRC","P",4.099999905
"STW12",4,12,"RY-YQRL","RY-YQRL","PB",4.599999905
"STW13",4,13,"LY-RLWP","LY-RLWP","P",3.599999905
"STW14",4,14,"LY-RLWQ","LY-RLWQ","PB",4.199999809
"STW15",4,15,"LY-RLWS","LY-RLWS","PB",4.199999809
"STW16",4,16,"LY-RLWY","LY-RLWY","PB",4.900000095
"STW17",4,17,"RY-YQRA","RY-YQRA","B",5.699999809
"STW18",4,18,"RY-YQRB","RY-YQRB","P",3.299999952
"STW19",4,19,"RY-YQRC","RY-YQRC","PB",4.400000095
"STW20",4,20,"RY-YQRE","RY-YQRE","P",3.400000095
"STW21",4,21,"RY-YQRH","RY-YQRH","P",3.900000095
"STW22",4,22,"RY-YQRK","RY-YQRK","B",4.800000191
"STW23",4,23,"RY-YQRN","RY-YQRN","P",3.099999905
"STW24",4,24,"LG-RTWB","LG-RTWB","PB",4.800000191
"STW25",4,25,"LG-RTWA","LG-RTWA","P",3.299999952
"STW26",4,26,"LY-RLWN","LY-RLWN","PB",4.300000191
"STW27",4,27,"RY-YQRZ","RY-YQRZ","PB",4.400000095
"STW28",4,28,"LY-RLWT","LY-RLWT","PB",4.5
"STW29",4,29,"RY-YQRY","RY-YQRY","PB",4.699999809
"STW30",4,30,"RY-YQRT","RY-YQRT","B",5.300000191
"STW31",4,31,"RY-YQRS","RY-YQRS","P",3.599999905
"STW32",4,32,"RY-YQRQ","RY-YQRQ","PB",4.699999809
"STW33",4,33,"RY-YQRP","RY-YQRP","PB",4.699999809
"STW34",4,34,"RY-YQRJ","RY-YQRJ","P",3.299999952
"STW35",4,35,"LY-RLWA","LY-RLWA","B",5.199999809
"STW36",4,36,"LY-RLWL","LY-RLWL","P",3.799999952
"STW37",4,37,"LY-RLWZ","LY-RLWZ","PB",4.099999905
"STW38",4,38,"RY-YTRT","RY-YTRT","PB",4.5
"STW39",4,39,"RY-YTRZ","RY-YTRZ","PB",3.299999952
"STW40",4,40,"LY-RLWB","LY-RLWB","PB",4.699999809
"STW41",4,41,"LY-RLWC","LY-RLWC","B",5.300000191
"STW42",4,42,"RY-YTRS","RY-YTRS","PB",4.199999809
"STW43",4,43,"LY-RLWE","LY-RLWE","B",5
"STW44",4,44,"LY-RLWH","LY-RLWH","P",2.900000095
"STW45",4,45,"LY-RLWJ","LY-RLWJ","PB",5.099999905
"STW46",4,46,"LY-RLWK","LY-RLWK","B",5
"STW47",4,47,"RY-YTRY","RY-YTRY","PB",4.400000095
"STW53",5,53,"LB-RBWS","LB-RBWS","P",3.900000095
"STW55",5,55,"RB-YKRE","RB-YKRE","P",3.400000095
"STW59",5,59,"RB-YKRL","RB-YKRL","P",3.200000048
"STW60",5,60,"LY-RKWZ","LY-RKWZ","P",3.200000048
"STW64",5,64,"RB-YKRK","RB-YKRK","P",3
"STW70",5,70,"LY-RKWL","LY-RKWL","P",3.799999952
"STW71",5,71,"RB-YNRT","RB-YNRT","P",3.400000095
"STW72",5,72,"RB-YKRB","RB-YKRB","P",4
"STW76",5,76,"LY-RKWY","LY-RKWY","H",5.099999905
"STW77",5,77,"RB-YKRA","RB-YKRA","PB",4.300000191
"STW111",5,111,"LB-RCWQ","LB-RCWQ","P",3.200000048
"STW116",5,116,"RB-YNRL","RB-YNRL","P",3.799999952
"STW117",5,117,"LG-RTWY","LG-RTWY","P",3.599999905
"STW118",5,118,"LG-RTWZ","LG-RTWZ","P",3.700000048
"STW119",5,119,"RB-YNRA","RB-YNRA","B",5
"STW120",5,120,"RB-YNRB","RB-YNRB","P",3.799999952
"STW121",5,121,"RB-YNRC","RB-YNRC","P",3.799999952
"STW122",5,122,"RB-YNRE","RB-YNRE","P",3.799999952
"STW123",5,123,"RB-YNRH","RB-YNRH","PB",3.700000048
"STW124",5,124,"LG-RQWT","LG-RQWT","PB",3.599999905
"STW125",5,125,"RB-YNRK","RB-YNRK","PH",4.199999809
"STW126",5,126,"LG-RTWQ","LG-RTWQ","P",3.400000095
"STW127",5,127,"RB-YNRN","RB-YNRN","P",3.299999952
"STW128",5,128,"RB-YNRP","RB-YNRP","P",4
"STW129",5,129,"RB-YNRQ","RB-YNRQ","P",3.599999905
"STW130",5,130,"RB-YNRS","RB-YNRS","P",3.799999952
"STW131",5,131,"LG-RTWC","LG-RTWC","PB",3.700000048
"STW132",5,132,"LG-RQWP","LG-RQWP","P",2.900000095
"STW133",5,133,"LG-RQWQ","LG-RQWQ","P",3.400000095
"STW134",5,134,"LG-RQWS","LG-RQWS","P",3.5
"STW136",5,136,"LG-RQWN","LG-RQWN","PB",4.5
"STW137",5,137,"RB-YNRY","RB-YNRY","P",3.700000048
"STW138",5,138,"RB-YNRZ","RB-YNRZ","P",3.400000095
"STW139",5,139,"LG-RQWA","LG-RQWA","P",3.099999905
"STW140",5,140,"LG-RQWB","LG-RQWB","P",4
"STW142",5,142,"LG-RQWE","LG-RQWE","P",3.5
"STW144",5,144,"LG-RQWJ","LG-RQWJ","P",3.700000048
"STW145",5,145,"LG-RTWT","LG-RTWT","P",4
"STW146",5,146,"LG-RQWL","LG-RQWL","P",3.599999905
"STW147",5,147,"LG-RTWS","LG-RTWS","P",2.599999905
"STW148",5,148,"LG-RTWE","LG-RTWE","P",3.200000048
"STW149",5,149,"LG-RTWH","LG-RTWH","P",2.5
"STW150",5,150,"LG-RTWJ","LG-RTWJ","P",3.200000048
"STW151",5,151,"LG-RTWK","LG-RTWK","B",5.300000191
"STW152",5,152,"LG-RTWL","LG-RTWL","B",5.300000191
"STW153",5,153,"LG-RTWN","LG-RTWN","B",4.800000191
"STW154",5,154,"LG-RTWP","LG-RTWP","P",3.5
"STW155",5,155,"LG-RQWK","LG-RQWK","P",3.400000095
"STW161",5,161,"RY-YSRL","RY-YSRL","P",3.700000048
"STW166",5,166,"RY-YSRT","RY-YSRT","H",5.300000191
"STW168",5,168,"RY-YSRZ","RY-YSRZ","P",3.799999952
"STW174",5,174,"LG-RQWY","LG-RQWY","B",5
"STW175",5,175,"LG-RQWH","LG-RQWH","P",3.400000095
"STW176",5,176,"RY-YSRS","RY-YSRS","H",4.599999905
"STW177",5,177,"RB-YPRC","RB-YPRC","PB",4
"STW178",5,178,"LG-RQWZ","LG-RQWZ","PB",3.900000095
"STW179",5,179,"RB-YPRA","RB-YPRA","P",3.599999905
"STW180",5,180,"LB-RBWH","LB-RBWH","P",4.099999905
"STW181",5,181,"RY-YSRC","RY-YSRC","PB",4.400000095
"STW182",5,182,"RB-YPRB","RB-YPRB","PB",3.900000095
"STW183",5,183,"RB-YPRE","RB-YPRE","B",5.199999809
"STW187",5,187,"RB-YPRL","RB-YPRL","P",3
"STW188",5,188,"RB-YPRP","RB-YPRP","PB",4.400000095
"STW190",5,190,"RB-YPRS","RB-YPRS","H",5.400000095
"STW191",5,191,"RY-YSRB","RY-YSRB","P",3.799999952
"STW193",5,193,"RY-YSRA","RY-YSRA","PH",4.300000191
"STW194",5,194,"RB-YPRN","RB-YPRN","P",2.5
"STW195",5,195,"RB-YPRZ","RB-YPRZ","P",2.799999952
"STW196",5,196,"RB-YPRY","RB-YPRY","P",3.799999952
"STEX5332773",6,197,"LR-LGZB","LR-LGZB","HB",5.5
"STEX5332773",92,197,"LR-LGZB","LR-LGZB","B",5.199999809
"STEX5332780",6,199,"LR-RJYB","LR-RJYB","PB",4.300000191
"STEX5332779",6,200,"LR-RJYA","LR-RJYA","PB",3.799999952
"STEX5332779",92,200,"LR-RJYA","LR-RJYA","B",5
"STEX5332777",6,202,"LR-RHYB","LR-RHYB","B",4.5
"STEX5332776",6,203,"LR-RHYA","LR-RHYA","HB",5.300000191
"STEX5332770",6,204,"LR-LGSB","LR-LGSB","B",5.099999905
"STEX5332772",6,206,"LR-LGYB","LR-LGYB","PB",3.599999905
"STEX5332772",92,206,"LR-LGYB","LR-LGYB","PB",4.199999809
"STEX5332771",6,207,"LR-LGTB","LR-LGTB","P",3.299999952
"STEX5259392",6,209,"LR-RPYB","LR-RPYB","PB",3.900000095
"STEX5259392",92,209,"LR-RPYB","LR-RPYB","PB",4.599999905
"STEX5332768",6,210,"LR-LGPB","LR-LGPB","B",5.900000095
"STEX5332775",6,212,"LR-REYB","LR-REYB","P",3.5
"STEX5332792",6,213,"LR-RQYB","LR-RQYB","B",5
"STEX5332745",6,215,"LR-RGYB","LR-RGYB","B",4.599999905
"STEX5332767",6,216,"LR-LGZR","LR-LGZR","PB",4
"STEX5332650",6,217,"LR-RGBG","LR-RGBG","PB",3.900000095
"STEX5332676",6,218,"LR-RGTG","LR-RGTG","B",4.900000095
"STEX5332789",6,219,"LR-RLYC","LR-RLYC","P",3.200000048
"STEX5332793",6,220,"LR-RQYC","LR-RQYC","PB",4.300000191
"STEX5332783",92,221,"LR-RKYA","LR-RKYA","P",3.5
"STEX5332790",6,222,"LR-RLYE","LR-RLYE","PB",4.300000191
"STEX5332787",6,224,"LR-RLYA","LR-RLYA","PB",4.199999809
"STEX5332786",6,225,"LR-RKYE","LR-RKYE","B",5.099999905
"STEX5332785",6,226,"LR-RKYC","LR-RKYC","B",5.199999809
"STEX5332784",92,227,"LR-RKYB","LR-RKYB","PB",4.699999809
"STEX5227508",6,228,"LR-ROBY","LR-ROBY","P",3.900000095
"STEX5332748",6,230,"LR-LGQY","LR-LGQY","B",5.599999905
"STEX5332746",6,231,"LR-RGZB","LR-RGZB","PB",4.400000095
"STEX5332744",6,232,"LR-RGTB","LR-RGTB","PB",4
"STEX5332743",6,233,"LR-RGSB","LR-RGSB","B",4.900000095
"STEX5332741",6,234,"LR-RGQB","LR-RGQB","HB",4.699999809
"STEX5332747",6,235,"LR-LGZG","LR-LGZG","B",5
"STEX5332747",92,235,"LR-LGZG","LR-LGZG","B",5.199999809
"STEX5332737",6,238,"LR-RGKB","LR-RGKB","H",5.400000095
"STEX5332736",6,239,"LR-RGJB","LR-RGJB","H",6.400000095
"STEX5332736",389,239,"LR-RGJB","LR-RGJB","B",5.5
"STEX5226053",6,240,"LR-RGHB","LR-RGHB","B",4.400000095
"STEX5332734",6,241,"LR-RGEB","LR-RGEB","H",5.300000191
"STEX5332733",6,242,"LR-RGCB","LR-RGCB","H",5.099999905
"STEX5332711",6,243,"LR-LRPY","LR-LRPY","B",4.699999809
"STEX5332711",92,243,"LR-LRPY","LR-LRPY","B",5.300000191
"STEX5332740",6,244,"LR-RGPB","LR-RGPB","B",5.5
"STEX5332740",92,244,"LR-RGPB","LR-RGPB","B",6
"STEX5332757",6,245,"LR-LGHR","LR-LGHR","B",5.099999905
"STEX5332765",6,246,"LR-LGTR","LR-LGTR","B",5.5
"STEX5332765",92,246,"LR-LGTR","LR-LGTR","B",5.599999905
"STEX5332764",6,247,"LR-LGSR","LR-LGSR","HB",5.800000191
"STEX5332764",92,247,"LR-LGSR","LR-LGSR","B",5.599999905
"STEX5332763",6,248,"LR-LGQR","LR-LGQR","B",4.800000191
"STEX5332762",6,249,"LR-LGPR","LR-LGPR","B",5
"STEX5332761",6,250,"LR-LGNR","LR-LGNR","P",2.900000095
"STEX5332760",6,251,"LR-LGLR","LR-LGLR","B",4.599999905
"STEX5332749",6,252,"LR-LGSY","LR-LGSY","B",4.900000095
"STEX5332758",6,253,"LR-LGJR","LR-LGJR","B",4
"STEX5332750",6,254,"LR-LGTY","LR-LGTY","B",5
"STEX5332750",92,254,"LR-LGTY","LR-LGTY","B",5.300000191
"STEX5332756",6,255,"LR-LGER","LR-LGER","B",5.599999905
"STEX5332755",6,256,"LR-LGCR","LR-LGCR","B",5.5
"STEX5332754",6,257,"LR-LGBR","LR-LGBR","HB",4.900000095
"STEX5332754",92,257,"LR-LGBR","LR-LGBR","PB",4.5
"STEX5332753",6,258,"LR-LGAR","LR-LGAR","B",4.599999905
"STEX5332752",6,259,"LR-LGZY","LR-LGZY","B",5.699999809
"STEX5332759",6,261,"LR-LGKR","LR-LGKR","B",5.199999809
"STEX5332759",92,261,"LR-LGKR","LR-LGKR","B",5.5
"STEX5227536",6,262,"LR-LRCW","LR-LRCW","B",4.099999905
"STEX5161472",6,263,"LR-WTWY","LR-WTWY","PB",4.5
"STEX5259433",6,264,"LR-LRAG","LR-LRAG","P",3.900000095
"STEX5332683",92,265,"LR-RRPY","LR-RRPY","B",5.199999809
"STEX5259399",6,267,"LR-LRSY","LR-LRSY","P",3.5
"STEX5259399",389,267,"LR-LRSY","LR-LRSY","P",3.099999905
"STW268",7,268,"LY-RJWE","LY-RJWE","PB",4.800000191
"STW269",7,269,"LY-RJWY","LY-RJWY","PB",4.699999809
"STW270",7,270,"LY-RJWT","LY-RJWT","PB",4.300000191
"STW272",7,272,"LY-RJWQ","LY-RJWQ","B",5.199999809
"STW273",7,273,"LY-RJWP","LY-RJWP","P",3.700000048
"STW274",7,274,"LY-RJWN","LY-RJWN","PB",4.199999809
"STW275",7,275,"LY-RJWL","LY-RJWL","PB",4.800000191
"STW278",7,278,"LY-RJWH","LY-RJWH","P",4.099999905
"STW280",7,280,"LY-RJWC","LY-RJWC","B",5.400000095
"STW281",7,281,"LY-RJWB","LY-RJWB","P",3.099999905
"STW282",7,282,"LY-RJWJ","LY-RJWJ","PB",5.099999905
"STW283",7,283,"LY-RNWL","LY-RNWL","PB",4.400000095
"STW284",7,284,"LY-RNWZ","LY-RNWZ","P",4.300000191
"STW287",7,287,"LY-RNWS","LY-RNWS","HB",5
"STW289",7,289,"LY-RNWC","LY-RNWC","PB",4.599999905
"STW291",7,291,"LY-RNWA","LY-RNWA","B",5.199999809
"STW292",7,292,"LY-RNWK","LY-RNWK","P",4.099999905
"STW294",7,294,"LY-RPWY","LY-RPWY","PB",4.199999809
"STW295",7,295,"LY-RNWE","LY-RNWE","P",4
"STW298",7,298,"LY-RNWP","LY-RNWP","PB",4.300000191
"STW299",7,299,"RB-YJRC","RB-YJRC","PB",4.099999905
"STW300",7,300,"RB-YJRQ","RB-YJRQ","B",5
"STW301",7,301,"LY-RPWT","LY-RPWT","PB",4.599999905
"STW302",7,302,"RB-YJRN","RB-YJRN","P",3
"STW304",7,304,"RB-YJRK","RB-YJRK","PB",4.800000191
"STW305",7,305,"RB-YJRJ","RB-YJRJ","PB",4.099999905
"STW307",7,307,"RB-YJRE","RB-YJRE","PB",4.300000191
"STW308",7,308,"RB-YJRP","RB-YJRP","PB",4.900000095
"STW309",7,309,"RB-YJRB","RB-YJRB","PB",4.699999809
"STW310",7,310,"RB-YJRA","RB-YJRA","P",3.900000095
"STW311",7,311,"LB-RCWZ","LB-RCWZ","B",5.300000191
"STW312",7,312,"LB-RCWY","LB-RCWY","PB",4.300000191
"STW313",7,313,"LB-RCWT","LB-RCWT","B",5.400000095
"STW314",7,314,"LB-RCWS","LB-RCWS","B",4.900000095
"STW315",7,315,"RB-YJRH","RB-YJRH","PB",4.699999809
"STW317",7,317,"LY-RPWS","LY-RPWS","PB",4.599999905
"STW318",7,318,"RB-YJRL","RB-YJRL","B",5.400000095
"STW319",7,319,"LY-RPWP","LY-RPWP","PB",4.599999905
"STW320",7,320,"RB-YJRT","RB-YJRT","B",5.599999905
"STW321",7,321,"LY-RPWL","LY-RPWL","PB",4.5
"STW322",7,322,"LY-RPWK","LY-RPWK","P",4.300000191
"STW326",7,326,"LY-RPWC","LY-RPWC","PB",4.599999905
"STW327",7,327,"LY-RPWB","LY-RPWB","PB",4.099999905
"STW328",7,328,"LY-RPWA","LY-RPWA","PB",4.800000191
"STW330",7,330,"LY-RPWH","LY-RPWH","P",3.799999952
"STW333",8,333,"RY-GAWT","RY-GAWT","B",5.199999809
"STW335",8,335,"RY-GAWZ","RY-GAWZ","PB",4.599999905
"STW336",8,336,"RB-YLRA","RB-YLRA","B",5.300000191
"STW339",8,339,"RY-GAWQ","RY-GAWQ","B",5.5
"STW340",8,340,"RB-YLRH","RB-YLRH","PB",4.400000095
"STW341",8,341,"RY-GAWA","RY-GAWA","H",5.5
"STW344",8,344,"RY-GAWC","RY-GAWC","PB",4.400000095
"STW345",8,345,"RY-GAWE","RY-GAWE","PB",4.5
"STW346",8,346,"RY-GAWH","RY-GAWH","P",3.099999905
"STW347",8,347,"RY-GAWJ","RY-GAWJ","PB",4.5
"STW348",8,348,"RY-GAWK","RY-GAWK","PB",4
"STW349",8,349,"RY-GAWL","RY-GAWL","P",3.599999905
"STW351",8,351,"RB-YLRE","RB-YLRE","PB",3.900000095
"STW371",9,371,"LG-RSWT","LG-RSWT","H",5.800000191
"STW372",9,372,"LG-RSWB","LG-RSWB","B",4.900000095
"STW375",9,375,"LG-RSWH","LG-RSWH","B",5.199999809
"STW377",9,377,"LG-RSWK","LG-RSWK","B",5
"STW378",9,378,"LG-RSWL","LG-RSWL","PB",5
"STW379",9,379,"LG-RSWN","LG-RSWN","B",5.400000095
"STW384",9,384,"LG-RSWY","LG-RSWY","PB",4.300000191
"STW385",9,385,"LG-RSWZ","LG-RSWZ","P",3.200000048
"STW393",9,393,"LG-RSWQ","LG-RSWQ","B",5.800000191
"STW412",9,412,"LG-RSWA","LG-RSWA","B",5.199999809
"STW413",9,413,"RG-GKWZ","RG-GKWZ","PB",4.599999905
"STW437",9,437,"RG-GKWK","RG-GKWK","B",5.699999809
"STW438",9,438,"RY-GCWZ","RY-GCWZ","PB",4.699999809
"STW439",9,439,"RY-GEWT","RY-GEWT","B",5.300000191
"STW441",9,441,"RY-GEWZ","RY-GEWZ","B",5.099999905
"STW442",9,442,"RG-GKWA","RG-GKWA","B",5.099999905
"STW443",9,443,"RG-GKWB","RG-GKWB","B",5
"STW444",9,444,"RG-GKWC","RG-GKWC","PB",5.099999905
"STW445",9,445,"RG-GKWE","RG-GKWE","PB",4.5
"STW446",9,446,"RY-GEWQ","RY-GEWQ","B",5.699999809
"STW447",9,447,"RG-GKWJ","RG-GKWJ","PB",4.199999809
"STW448",9,448,"RY-GEWP","RY-GEWP","B",5.099999905
"STW450",9,450,"RG-GKWN","RG-GKWN","PB",4.800000191
"STW451",9,451,"RG-GKWP","RG-GKWP","PB",4.199999809
"STW451",387,451,"RG-GKWP","RG-GKWP","B",5.599999905
"STW452",9,452,"RG-GKWQ","RG-GKWQ","B",5.400000095
"STW453",9,453,"RG-GKWS","RG-GKWS","PB",4.400000095
"STW454",9,454,"RG-GKWT","RG-GKWT","B",5.099999905
"STW455",9,455,"RG-GLWB","RG-GLWB","PB",4.199999809
"STW456",9,456,"RG-GLWA","RG-GLWA","P",3.900000095
"STW458",9,458,"RY-GEWA","RY-GEWA","B",5.5
"STW459",9,459,"RB-YLRJ","RB-YLRJ","P",2.900000095
"STW460",9,460,"RB-YLRK","RB-YLRK","B",4.900000095
"STW461",9,461,"RB-YLRL","RB-YLRL","PB",4.699999809
"STW462",9,462,"RB-YLRN","RB-YLRN","P",3.400000095
"STW463",9,463,"RB-YLRP","RB-YLRP","B",4.900000095
"STW464",9,464,"RB-YLRQ","RB-YLRQ","H",6.199999809
"STW465",9,465,"RB-YLRS","RB-YLRS","B",4.900000095
"STW466",9,466,"RB-YLRT","RB-YLRT","PB",4.400000095
"STW467",9,467,"RY-GEWS","RY-GEWS","B",4.800000191
"STW468",9,468,"RB-YLRZ","RB-YLRZ","B",5
"STW469",9,469,"RG-GLWC","RG-GLWC","PH",4.5
"STW470",9,470,"RY-GEWB","RY-GEWB","PB",4.599999905
"STW471",9,471,"RY-GEWC","RY-GEWC","P",3.599999905
"STW472",9,472,"RY-GEWE","RY-GEWE","PB",4
"STW476",9,476,"RY-GEWL","RY-GEWL","PB",4.599999905
"STW477",9,477,"RY-GEWN","RY-GEWN","H",5.699999809
"STW478",9,478,"RB-YLRY","RB-YLRY","PB",4.5
"STW479",9,479,"RY-GCWJ","RY-GCWJ","B",5.300000191
"STW480",9,480,"RY-GHWQ","RY-GHWQ","PB",4.800000191
"STW481",9,481,"RG-GKWY","RG-GKWY","PB",4.300000191
"STW482",9,482,"RY-GHWT","RY-GHWT","P",3.900000095
"STW483",9,483,"RY-GHWY","RY-GHWY","P",3.5
"STW485",9,485,"RY-GCWA","RY-GCWA","PB",5.099999905
"STW486",9,486,"RY-GCWB","RY-GCWB","PB",4.699999809
"STW488",9,488,"RG-GLWE","RG-GLWE","P",3.900000095
"STW489",9,489,"RY-GCWH","RY-GCWH","PB",5
"STW490",9,490,"RY-GHWP","RY-GHWP","PB",4.800000191
"STW491",9,491,"RY-GCWK","RY-GCWK","HB",5.699999809
"STW492",9,492,"RY-GCWL","RY-GCWL","B",5.300000191
"STW495",9,495,"RY-GCWQ","RY-GCWQ","B",5.300000191
"STW496",9,496,"RY-GCWS","RY-GCWS","PB",4.599999905
"STW497",9,497,"RY-GCWT","RY-GCWT","B",5.199999809
"STW498",9,498,"RY-GCWY","RY-GCWY","B",5.800000191
"STW499",9,499,"RY-GCWE","RY-GCWE","PB",4.300000191
"STW500",9,500,"RG-GLWY","RG-GLWY","B",5.099999905
"STW501",9,501,"RG-GLWH","RG-GLWH","B",5.099999905
"STW503",9,503,"RG-GLWK","RG-GLWK","B",5.099999905
"STW504",9,504,"RG-GLWL","RG-GLWL","P",4.099999905
"STW505",9,505,"RG-GLWN","RG-GLWN","B",5.199999809
"STW506",9,506,"RG-GLWP","RG-GLWP","PB",5.099999905
"STW507",9,507,"RG-GLWQ","RG-GLWQ","PB",5
"STW509",9,509,"RG-GLWT","RG-GLWT","B",5.199999809
"STW511",9,511,"RG-GLWZ","RG-GLWZ","PB",4.599999905
"STW512",9,512,"RY-GHWA","RY-GHWA","PB",4.099999905
"STW513",9,513,"RY-GHWB","RY-GHWB","P",3.900000095
"STW514",9,514,"RY-GHWC","RY-GHWC","PB",4.300000191
"STW515",9,515,"RY-GHWE","RY-GHWE","B",4.900000095
"STW516",9,516,"RY-GHWH","RY-GHWH","B",5.099999905
"STW520",9,520,"RG-GLWS","RG-GLWS","P",4.300000191
"STW521",10,521,"RG-GJWQ","RG-GJWQ","PB",4.800000191
"STW522",10,522,"RG-GJWP","RG-GJWP","P",4.300000191
"STEX5332601",92,567,"LR-RGBR","LR-RGBR","B",5.300000191
"STEX5332622",92,568,"LR-RGSR","LR-RGSR","P",3.700000048
"STEX5332616",389,574,"LR-RGNR","LR-RGNR","PH",4.599999905
"STEX5332613",92,576,"LR-RGLR","LR-RGLR","B",5.800000191
"STEX5332625",389,577,"LR-RRTG","LR-RRTG","PB",4.800000191
"STEX5332611",92,578,"LR-RGKR","LR-RGKR","H",5.199999809
"STEX5332609",92,580,"LR-RRYB","LR-RRYB","B",5.099999905
"STEX5332608",92,581,"LR-RRTB","LR-RRTB","P",5.599999905
"STEX5332614",389,587,"LR-RRCG","LR-RRCG","PB",5
"STEX5332645",92,589,"LR-LRHR","LR-LRHR","B",5.099999905
"STEX5332643",92,591,"LR-LRER","LR-LRER","B",5.599999905
"STEX5332642",92,592,"LR-LGKY","LR-LGKY","PB",4.199999809
"STEX5332636",389,597,"LR-LRAR","LR-LRAR","PB",5.099999905
"STEX5332637",389,607,"LR-LGEY","LR-LGEY","B",5.599999905
"STEX5154014",389,610,"LR-RGHR","LR-RGHR","PB",4.099999905
"STEX5332648",92,624,"LR-RRCR","LR-RRCR","PB",4
"STEX5332660",92,627,"LR-RRKR","LR-RRKR","B",5.5
"STEX5332659",92,628,"LR-RRJR","LR-RRJR","HB",6
"STEX5332656",92,631,"LR-RGCG","LR-RGCG","B",5.699999809
"STEX5332690",92,640,"LR-RRZY","LR-RRZY","B",5.099999905
"STEX5332673",389,647,"LR-RRYR","LR-RRYR","PB",4.699999809
"STEX5332680",92,650,"LR-RRCY","LR-RRCY","B",5.5
"STEX5332679",389,651,"LR-RGZG","LR-RGZG","B",5.599999905
"STEX5332677",92,653,"LR-RRBY","LR-RRBY","B",5.099999905
"STEX5332707",92,657,"LR-RGYY","LR-RGYY","H",6.199999809
"STEX5332716",92,660,"LR-LGEG","LR-LGEG","PB",4.099999905
"STEX5332715",92,661,"LR-LGCB","LR-LGCB","P",4
