"WaderBirdID","ObsCatchNr.x","BirdId.x","FirstCode","Code.x","BillShape","BH"
"CHRP10575",66902249,10575,"BLR-OEGH","BLR-OEGH","PB",3.900000095
"CHRP10576",66902249,10576,"BLR-OEG3","BLR-OEG3","PB",3.700000048
"CHRP10577",66902249,10577,"BLR-OEGJ","BLR-OEGJ","B",4.699999809
"CHRP10578",66902249,10578,"BLR-OEG0","BLR-OEG0","P",3.099999905
"CHRP10579",66902249,10579,"BLG-W9RY","BLG-W9RY","PB",4.400000095
"CHRP10583",66902249,10583,"BLG-W9RS","BLG-W9RS","PB",3.900000095
"CHRP10586",66902249,10586,"BLR-OEG4","BLR-OEG4","P",3.099999905
"CHRP10588",66902249,10588,"BRR-C7OE","BRR-C7OE","PB",4.099999905
"CHRP10589",66902249,10589,"BRR-C7OC","BRR-C7OC","PB",4
"CHRP10591",66902249,10591,"BRR-C7O9","BRR-C7O9","P",3
"CHRP10592",66902249,10592,"BRR-C7O8","BRR-C7O8","P",3.200000048
"CHRP10594",66902249,10594,"BRR-C7O4","BRR-C7O4","PB",4
"CHRP10596",66902249,10596,"BLR-OEGE","BLR-OEGE","PB",3.700000048
"CHRP10598",66902249,10598,"BLG-W9RH","BLG-W9RH","B",4.400000095
"CHRP10599",66902249,10599,"BLR-OEGY","BLR-OEGY","P",3.099999905
"CHRP10601",66902249,10601,"BLR-OEGU","BLR-OEGU","PB",4.199999809
"CHRP10602",66902249,10602,"BLR-OEGT","BLR-OEGT","PB",4.400000095
"CHRP10603",66902249,10603,"BLR-OEGS","BLR-OEGS","P",3.200000048
"CHRP10604",66902249,10604,"BLR-OEGP","BLR-OEGP","P",3.200000048
"CHRP10606",66902249,10606,"BLR-OEGL","BLR-OEGL","PB",4
"CHRP10607",66902249,10607,"BRR-C7O2","BRR-C7O2","B",5.5
"CHRP10609",66902249,10609,"BLP-R9YH","BLP-R9YH","P",2.900000095
"CHRP10610",66902249,10610,"BLP-R9YE","BLP-R9YE","P",2.599999905
"CHRP10611",66902249,10611,"BLP-R9YC","BLP-R9YC","P",2.5
"CHRP10612",66902249,10612,"BLP-R9YA","BLP-R9YA","P",2.400000095
"CHRP10613",66902249,10613,"BLP-R9Y9","BLP-R9Y9","P",3.299999952
"CHRP10614",66902249,10614,"BLP-R9Y8","BLP-R9Y8","PB",4.099999905
"CHRP10615",66902249,10615,"BLP-R9Y7","BLP-R9Y7","P",2.799999952
"CHRP10616",66902249,10616,"BLP-R9Y6","BLP-R9Y6","PB",4.5
"CHRP10617",66902249,10617,"BLG-W9RL","BLG-W9RL","B",5.099999905
"CHRP10620",66902249,10620,"BLP-R9Y2","BLP-R9Y2","P",2.099999905
"CHRP10621",66902249,10621,"BLP-R9Y0","BLP-R9Y0","PB",3.5
"CHRP10623",66902249,10623,"BRR-RYYX","BRR-RYYX","B",5.699999809
"CHRP10624",66902249,10624,"BRR-RYYT","BRR-RYYT","PB",3.900000095
"CHRP10625",66902249,10625,"BRR-RYYS","BRR-RYYS","P",2.099999905
"CHRP10627",66902249,10627,"BRR-RYYN","BRR-RYYN","PB",3.799999952
"CHRP10628",66902249,10628,"BLP-R9Y5","BLP-R9Y5","P",2.400000095
"CHRP10629",66902249,10629,"BLG-W9R3","BLG-W9R3","PB",4.199999809
"CHRP10630",66902249,10630,"BRR-C7ON","BRR-C7ON","PB",4.599999905
"CHRP10631",66902249,10631,"BLG-W9RE","BLG-W9RE","B",5
"CHRP10632",66902249,10632,"BLG-W9RC","BLG-W9RC","P",3
"CHRP10633",66902249,10633,"BLG-W9RA","BLG-W9RA","B",4.800000191
"CHRP10634",66902249,10634,"BLG-W9R9","BLG-W9R9","PB",4.300000191
"CHRP10635",66902249,10635,"BLG-W9R8","BLG-W9R8","PB",4.599999905
"CHRP10636",66902249,10636,"BLG-W9R7","BLG-W9R7","PB",3.5
"CHRP10638",66902249,10638,"BLP-R9YJ","BLP-R9YJ","PB",3.5
"CHRP10639",66902249,10639,"BLG-W9R4","BLG-W9R4","B",5.199999809
"CHRP10640",66902249,10640,"BLP-R9YL","BLP-R9YL","P",3.099999905
"CHRP10641",66902249,10641,"BLG-W9R2","BLG-W9R2","B",5
"CHRP10642",66902249,10642,"BLG-W9R1","BLG-W9R1","P",2.900000095
"CHRP10643",66902249,10643,"BLG-W9R0","BLG-W9R0","PB",3.700000048
"CHRP10644",66902249,10644,"BLP-R9YY","BLP-R9YY","PB",3.599999905
"CHRP10645",66902249,10645,"BLP-R9YX","BLP-R9YX","P",3.200000048
"CHRP10646",66902249,10646,"BLP-R9YT","BLP-R9YT","PB",3.700000048
"CHRP10647",66902249,10647,"BLP-R9YS","BLP-R9YS","PB",3.299999952
"CHRP10648",66902249,10648,"BLP-R9YP","BLP-R9YP","P",2.799999952
"CHRP10649",66902249,10649,"BLG-W9RJ","BLG-W9RJ","B",5.099999905
"CHRP10650",66902249,10650,"BLG-W9R5","BLG-W9R5","P",3
"CHRP10651",66902249,10651,"BLG-YAC4","BLG-YAC4","PB",3.799999952
"CHRP10653",66902249,10653,"BLG-YAC8","BLG-YAC8","B",5.300000191
"CHRP10654",66902249,10654,"BLG-YAC7","BLG-YAC7","B",5.099999905
"CHRP10655",66902249,10655,"BLG-YAC5","BLG-YAC5","PB",4.199999809
"CHRP10656",66902249,10656,"BLG-YAC3","BLG-YAC3","P",3.099999905
"CHRP10657",66902249,10657,"BLG-YAC2","BLG-YAC2","P",2.5
"CHRP10658",66902249,10658,"BRR-C7OS","BRR-C7OS","P",2.599999905
"CHRP10659",66902249,10659,"BLG-YAC6","BLG-YAC6","H",5.300000191
"CHRP10660",66902249,10660,"BRR-C7OP","BRR-C7OP","P",2.900000095
"CHRP10661",66902249,10661,"BLG-YAC1","BLG-YAC1","B",5.699999809
"CHRP10663",66902249,10663,"BRR-C7OU","BRR-C7OU","P",3.200000048
"CHRP10664",66902249,10664,"BRR-C7OX","BRR-C7OX","PB",4
"CHRP10665",66902249,10665,"BLG-YAC0","BLG-YAC0","B",5.099999905
"CHRP10666",66902249,10666,"BRR-C7OH","BRR-C7OH","PB",3.599999905
"CHRP10667",66902250,10667,"BLY-G9Y0","BLY-G9Y0","B",4.699999809
"CHRP10668",66902250,10668,"BLY-G9Y3","BLY-G9Y3","PB",4
"CHRP10670",66902250,10670,"BLY-G9Y7","BLY-G9Y7","PB",3.5
"CHRP10673",66902250,10673,"BLY-G9Y2","BLY-G9Y2","PB",3.200000048
"CHRP10674",66902250,10674,"BLY-G9Y1","BLY-G9Y1","B",4.900000095
"CHRP10675",66902250,10675,"BLG-WPRY","BLG-WPRY","PB",3.5
"CHRP10677",66902250,10677,"BLG-WPRU","BLG-WPRU","PB",3.400000095
"CHRP10679",66902250,10679,"BLG-WPRS","BLG-WPRS","PB",3.799999952
"CHRP10680",66902250,10680,"BLG-WPRP","BLG-WPRP","PB",3.900000095
"CHRP10681",66902250,10681,"BLG-WPRN","BLG-WPRN","PB",3.400000095
"CHRP10685",66902251,10685,"BLR-W3B4","BLR-W3B4","P",2.799999952
"CHRP10687",66902251,10687,"BLR-W3B2","BLR-W3B2","PB",4.5
"CHRP10688",66902251,10688,"BLR-W3B1","BLR-W3B1","PB",3.5
"CHRP10689",66902251,10689,"BLR-W3B0","BLR-W3B0","PB",3.099999905
"CHRP10690",66902251,10690,"BRG-CSOY","BRG-CSOY","P",2.799999952
"CHRP10692",66902251,10692,"BRG-CSOU","BRG-CSOU","P",2.799999952
"CHRP10693",66902251,10693,"BRG-CSOS","BRG-CSOS","PB",4.199999809
"CHRP10694",66902251,10694,"BRG-CSOP","BRG-CSOP","PB",4.199999809
"CHRP10695",66902251,10695,"BRG-CSOX","BRG-CSOX","PB",3.200000048
"CHRP10696",66902251,10696,"BLR-W3B6","BLR-W3B6","P",2.700000048
"CHRP10697",66902251,10697,"BLR-W3B7","BLR-W3B7","PB",4.300000191
"CHRP10698",66902251,10698,"BLR-W3BN","BLR-W3BN","PB",3.200000048
"CHRP10702",66902251,10702,"BLR-W3BE","BLR-W3BE","P",2.799999952
"CHRP10705",66902251,10705,"BLR-W3BL","BLR-W3BL","PB",4.900000095
"CHRP10709",66902251,10709,"BRG-CSO1","BRG-CSO1","P",2.799999952
"CHRP10711",66902251,10711,"BLY-G9Y9","BLY-G9Y9","PB",3.299999952
"CHRP10712",66902251,10712,"BLY-G9YA","BLY-G9YA","B",5.900000095
"CHRP10713",66902251,10713,"BLY-G9YC","BLY-G9YC","PB",3.799999952
"CHRP10714",66902251,10714,"BLY-G9YE","BLY-G9YE","PB",3.599999905
"CHRP10715",66902251,10715,"BLY-G9YH","BLY-G9YH","P",2.799999952
"CHRP10717",66902251,10717,"BLY-G9YL","BLY-G9YL","P",3.400000095
"CHRP10718",66902251,10718,"BLY-G9YP","BLY-G9YP","P",3
"CHRP10719",66902251,10719,"BLY-G9YT","BLY-G9YT","P",2.799999952
"CHRP10721",66902251,10721,"BLY-G9YY","BLY-G9YY","PB",4.099999905
"CHRP10724",66902251,10724,"BRG-CSO3","BRG-CSO3","B",4.699999809
"CHRP10727",66902251,10727,"BRG-CSO7","BRG-CSO7","B",5
"CHRP10728",66902251,10728,"BRG-CSO8","BRG-CSO8","PB",3.799999952
"CHRP10730",66902251,10730,"BRG-CSOA","BRG-CSOA","PB",3.5
"CHRP10731",66902251,10731,"BRG-CSOC","BRG-CSOC","PB",3.700000048
"CHRP10732",66902251,10732,"BRG-CSOE","BRG-CSOE","PB",3.200000048
"CHRP10734",66902251,10734,"BLY-G9YX","BLY-G9YX","H",4.699999809
"CHRP10735",66902257,10735,"BLB-OXRH","BLB-OXRH","B",5
"CHRP10738",66902257,10738,"BRY-YNCU","BRY-YNCU","B",4.599999905
"CHRP10740",66902257,10740,"BLB-OXR0","BLB-OXR0","PB",3.099999905
"CHRP10742",66902257,10742,"BLB-OXRC","BLB-OXRC","PH",4.900000095
"CHRP10743",66902257,10743,"BLB-OXR3","BLB-OXR3","P",3.599999905
"CHRP10744",66902257,10744,"BLB-OXR6","BLB-OXR6","B",5.300000191
"CHRP10748",66902257,10748,"BRY-YNCN","BRY-YNCN","PB",3.799999952
"CHRP10749",66902257,10749,"BLB-OXR2","BLB-OXR2","H",5.400000095
"CHRP10751",66902257,10751,"BLB-OXR5","BLB-OXR5","P",2.400000095
"CHRP10752",66902257,10752,"BRY-YNCC","BRY-YNCC","P",2.299999952
"CHRP10753",66902257,10753,"BLB-OXR7","BLB-OXR7","PB",4.199999809
"CHRP10755",66902257,10755,"BLB-OXR9","BLB-OXR9","PH",4.599999905
"CHRP10756",66902257,10756,"BLB-OXRA","BLB-OXRA","PH",3.900000095
"CHRP10758",66902257,10758,"BLB-OXRJ","BLB-OXRJ","P",3.400000095
"CHRP10759",66902257,10759,"BLB-OXR4","BLB-OXR4","PB",4.400000095
"CHRP10760",66902257,10760,"BRY-YNC4","BRY-YNC4","P",2.900000095
"CHRP10761",66902257,10761,"BRG-BPYS","BRG-BPYS","PB",3.700000048
"CHRP10762",66902257,10762,"BRG-BPYT","BRG-BPYT","P",3
"CHRP10763",66902257,10763,"BRG-BPYX","BRG-BPYX","B",5.099999905
"CHRP10764",66902257,10764,"BRG-BPYY","BRG-BPYY","B",4.800000191
"CHRP10765",66902257,10765,"BRY-YNC0","BRY-YNC0","B",4.5
"CHRP10766",66902257,10766,"BRY-YNC1","BRY-YNC1","P",2.5
"CHRP10767",66902257,10767,"BRY-YNCH","BRY-YNCH","PB",3.599999905
"CHRP10768",66902257,10768,"BRY-YNC3","BRY-YNC3","PB",3.599999905
"CHRP10771",66902257,10771,"BRY-YNC6","BRY-YNC6","B",4.599999905
"CHRP10772",66902257,10772,"BRY-YNC7","BRY-YNC7","B",4.800000191
"CHRP10773",66902257,10773,"BRY-YNC8","BRY-YNC8","PB",4.199999809
"CHRP10774",66902257,10774,"BRY-YNC9","BRY-YNC9","PB",4.400000095
"CHRP10775",66902257,10775,"BRY-YNCA","BRY-YNCA","P",3
"CHRP10776",66902257,10776,"BRY-YNC2","BRY-YNC2","PH",4.099999905
"CHRP10777",66902257,10777,"BLR-O8R8","BLR-O8R8","P",2.700000048
"CHRP10778",66902257,10778,"BLR-O8R1","BLR-O8R1","PB",4.400000095
"CHRP10779",66902257,10779,"BLR-O8R2","BLR-O8R2","B",5.099999905
"CHRP10780",66902257,10780,"BLR-O8R3","BLR-O8R3","B",5.300000191
"CHRP10781",66902257,10781,"BLR-O8R4","BLR-O8R4","PB",4.699999809
"CHRP10782",66902257,10782,"BLR-O8R5","BLR-O8R5","P",2.5
"CHRP10783",66902257,10783,"BLR-O8R6","BLR-O8R6","P",2.5
"CHRP10784",66902257,10784,"BLB-OXRL","BLB-OXRL","H",5.400000095
"CHRP10786",66902257,10786,"BRR-CEWU","BRR-CEWU","P",2.599999905
"CHRP10788",66902257,10788,"BLR-O8RA","BLR-O8RA","P",3.099999905
"CHRP10789",66902257,10789,"BLR-O8RC","BLR-O8RC","PB",4.199999809
"CHRP10790",66902257,10790,"BLR-O8RE","BLR-O8RE","P",1.899999976
"CHRP10791",66902257,10791,"BLR-O8RH","BLR-O8RH","PB",4
"CHRP10792",66902257,10792,"BLR-O8RJ","BLR-O8RJ","PB",4.699999809
"CHRP10793",66902257,10793,"BLG-WPR2","BLG-WPR2","PB",4.599999905
"CHRP10794",66902257,10794,"BRG-BPYL","BRG-BPYL","PB",3.299999952
"CHRP10795",66902257,10795,"BLB-OXRS","BLB-OXRS","PB",4.599999905
"CHRP10796",66902257,10796,"BLB-OXRT","BLB-OXRT","PB",3.400000095
"CHRP10797",66902257,10797,"BLB-OXRU","BLB-OXRU","P",2.700000048
"CHRP10799",66902257,10799,"BLB-OXRY","BLB-OXRY","PH",4.599999905
"CHRP10800",66902257,10800,"BLR-O8R0","BLR-O8R0","P",3.299999952
"CHRP10802",66902257,10802,"BRR-CEWX","BRR-CEWX","H",5.300000191
"CHRP10805",66902257,10805,"BLG-WPR6","BLG-WPR6","P",2.400000095
"CHRP10806",66902257,10806,"BLG-WPR7","BLG-WPR7","P",2.700000048
"CHRP10807",66902257,10807,"BLG-WPR8","BLG-WPR8","P",2.5
"CHRP10808",66902257,10808,"BLG-WPR9","BLG-WPR9","PB",4.199999809
"CHRP10809",66902257,10809,"BLB-OXRN","BLB-OXRN","P",2.5
"CHRP10810",66902257,10810,"BLG-WPR0","BLG-WPR0","PB",3.5
"CHRP10811",66902257,10811,"BLR-O3G0","BLR-O3G0","P",2.099999905
"CHRP10812",66902257,10812,"BLR-O3GC","BLR-O3GC","P",2.200000048
"CHRP10814",66902257,10814,"BLR-O3G9","BLR-O3G9","PB",4.300000191
"CHRP10816",66902257,10816,"BLR-O3G7","BLR-O3G7","PB",3.900000095
"CHRP10817",66902257,10817,"BLR-O3G6","BLR-O3G6","PB",3.5
"CHRP10818",66902257,10818,"BLR-O3G5","BLR-O3G5","PB",3.599999905
"CHRP10819",66902257,10819,"BLR-O3G4","BLR-O3G4","P",2.700000048
"CHRP10820",66902257,10820,"BLR-O3G3","BLR-O3G3","PB",3.700000048
"CHRP10821",66902257,10821,"BLR-O3GE","BLR-O3GE","H",4.599999905
"CHRP10822",66902257,10822,"BRG-BPYJ","BRG-BPYJ","PH",4.800000191
"CHRP10823",66902257,10823,"BLR-O3G1","BLR-O3G1","H",4.5
"CHRP10825",66902257,10825,"BLR-O8RX","BLR-O8RX","PB",4.199999809
"CHRP10826",66902257,10826,"BLR-O8RU","BLR-O8RU","PB",3.900000095
"CHRP10827",66902257,10827,"BLR-O8RT","BLR-O8RT","PB",3.700000048
"CHRP10828",66902257,10828,"BLR-O8RS","BLR-O8RS","PB",3.599999905
"CHRP10829",66902257,10829,"BLR-O8RP","BLR-O8RP","PB",3.599999905
"CHRP10830",66902257,10830,"BLR-O8RN","BLR-O8RN","B",4.900000095
"CHRP10831",66902257,10831,"BLR-O8RL","BLR-O8RL","PB",4.400000095
"CHRP10832",66902257,10832,"BLR-O3G2","BLR-O3G2","PB",4.5
"CHRP10834",66902257,10834,"BLR-O8RY","BLR-O8RY","P",2.5
"CHRP10835",66902257,10835,"BLR-O3GH","BLR-O3GH","PB",3.900000095
"CHRP10838",66902257,10838,"BRG-BPYA","BRG-BPYA","B",5.099999905
"CHRP10839",66902257,10839,"BRG-BPY8","BRG-BPY8","P",2.299999952
"CHRP10843",66902257,10843,"BRG-BPY4","BRG-BPY4","B",5.099999905
"CHRP10844",66902257,10844,"BLR-O3GN","BLR-O3GN","PB",4.5
"CHRP10845",66902257,10845,"BLR-O3GJ","BLR-O3GJ","H",4.800000191
"CHRP10846",66902257,10846,"BRG-BPYC","BRG-BPYC","PB",3.599999905
"CHRP10848",66902257,10848,"BRG-BPY3","BRG-BPY3","PB",3.900000095
"CHRP10849",66902257,10849,"BLR-O3GP","BLR-O3GP","H",4.900000095
"CHRP10850",66902257,10850,"BLR-O3GS","BLR-O3GS","PB",4.599999905
"CHRP10855",66902257,10855,"BRG-BPY1","BRG-BPY1","PB",3.400000095
"CHRP10880",66902259,10880,"BRY-OTG4","BRY-OTG4","B",5
"CHRP10882",66902259,10882,"BLG-WJGX","BLG-WJGX","B",5.099999905
"CHRP10883",66902259,10883,"BLB-W2B6","BLB-W2B6","B",4.800000191
"STW2174",66902259,10884,"RG-LBGB","OB210B2","B",5.199999809
"CHRP10885",66902259,10885,"BLB-W2B4","BLB-W2B4","PB",4.400000095
"CHRP10886",66902259,10886,"BLB-W2B3","BLB-W2B3","B",5.199999809
"CHRP10887",66902259,10887,"BLB-W2B2","BLB-W2B2","B",5.199999809
"CHRP10888",66902259,10888,"BLB-W2B1","BLB-W2B1","PB",4.699999809
"CHRP10889",66902259,10889,"BLG-WJGE","BLG-WJGE","P",3
"CHRP10890",66902259,10890,"BLG-WJGY","BLG-WJGY","P",3.5
"CHRP10891",66902259,10891,"BLB-W2BA","BLB-W2BA","B",4.699999809
"CHRP10892",66902259,10892,"BLG-WJGU","BLG-WJGU","PB",4.300000191
"CHRP10893",66902259,10893,"BLG-WJGT","BLG-WJGT","B",5
"CHRP10896",66902259,10896,"BLG-WJGN","BLG-WJGN","B",5.300000191
"CHRP10897",66902259,10897,"BLG-WJGL","BLG-WJGL","PB",3.599999905
"CHRP10898",66902259,10898,"BLG-WJGJ","BLG-WJGJ","PB",4.699999809
"CHRP10899",66902259,10899,"BLG-WJGH","BLG-WJGH","H",5.5
"CHRP10900",66902259,10900,"BLB-W2B0","BLB-W2B0","PB",3.799999952
"CHRP10901",66902259,10901,"BLB-W2BS","BLB-W2BS","B",5.300000191
"CHRP10902",66902259,10902,"BLR-W3BS","BLR-W3BS","B",4.800000191
"CHRP10906",66902259,10906,"BRY-OTG0","BRY-OTG0","PB",4.599999905
"CHRP10907",66902259,10907,"BLR-W3BY","BLR-W3BY","PB",4.099999905
"CHRP10910",66902259,10910,"BLB-W2B8","BLB-W2B8","PB",4.400000095
"CHRP10911",66902259,10911,"BLB-W2BT","BLB-W2BT","B",4.699999809
"CHRP10912",66902259,10912,"BLB-W2B9","BLB-W2B9","PB",3.599999905
"CHRP10913",66902259,10913,"BLB-W2BP","BLB-W2BP","P",3.5
"CHRP10914",66902259,10914,"BLB-W2BN","BLB-W2BN","B",5.199999809
"CHRP10916",66902259,10916,"BLB-W2BJ","BLB-W2BJ","PB",4.300000191
"CHRP10917",66902259,10917,"BLB-W2BH","BLB-W2BH","B",4.900000095
"CHRP10918",66902259,10918,"BLB-W2BE","BLB-W2BE","PB",4.5
"CHRP10919",66902259,10919,"BLB-W2BC","BLB-W2BC","PB",4.300000191
"CHRP10920",66902259,10920,"BLB-W2B5","BLB-W2B5","PB",4.199999809
"CHRP10921",66902259,10921,"BLR-W3BP","BLR-W3BP","B",4.5
"CHRP10922",66902259,10922,"BRY-OTGE","BRY-OTGE","B",5
"CHRP10924",66902259,10924,"BRY-OTGA","BRY-OTGA","PB",4.300000191
"CHRP10925",66902259,10925,"BRY-OTG9","BRY-OTG9","PB",3.700000048
"CHRP10929",66902259,10929,"BRY-OTG5","BRY-OTG5","PH",4.800000191
"CHRP10930",66902259,10930,"BRY-OTGH","BRY-OTGH","B",5.400000095
"SSC36939",66902259,10932,"RW120Y1","RW120Y1","PB",4.599999905
"CHRP10933",66902259,10933,"BLG-WJGC","BLG-WJGC","PB",4.5
"CHRP10934",66902259,10934,"BLB-W2B7","BLB-W2B7","B",5.599999905
"CHRP10935",66902259,10935,"BLG-WJG9","BLG-WJG9","PB",4.599999905
"CHRP10936",66902259,10936,"BLR-W3BU","BLR-W3BU","PB",3.900000095
"CHRP10938",66902259,10938,"BLG-WJGA","BLG-WJGA","B",5.099999905
"CHRP10939",66902259,10939,"BLG-WJG8","BLG-WJG8","B",5
"CHRP10940",66902259,10940,"BLG-WJG7","BLG-WJG7","PB",4.599999905
"CHRP10941",66902259,10941,"BLG-WJG6","BLG-WJG6","PB",4.699999809
"CHRP10942",66902259,10942,"BLG-WJG5","BLG-WJG5","B",5.099999905
"CHRP10943",66902259,10943,"BLG-WJG4","BLG-WJG4","PB",4.199999809
"CHRP10944",66902259,10944,"BLG-WJG3","BLG-WJG3","PB",4.599999905
"CHRP10945",66902259,10945,"BLG-WJG2","BLG-WJG2","P",2.799999952
"CHRP10946",66902259,10946,"BRY-OTGP","BRY-OTGP","B",5.099999905
"CHRP10947",66902259,10947,"BLG-WJG0","BLG-WJG0","B",4.800000191
"CHRP10948",66902259,10948,"BRY-OTGY","BRY-OTGY","PB",4.5
"CHRP10949",66902259,10949,"BRY-OTGX","BRY-OTGX","PB",4.199999809
"CHRP10951",66902259,10951,"BRY-OTGT","BRY-OTGT","PB",4.599999905
"CHRP10952",66902259,10952,"BRY-OTGS","BRY-OTGS","B",5
"CHRP10954",66902259,10954,"BRY-OTGL","BRY-OTGL","P",3.400000095
"CHRP10955",66902259,10955,"BLG-WJG1","BLG-WJG1","PB",4.599999905
"CHRP10956",66902260,10956,"BLB-W8RL","BLB-W8RL","PB",4.400000095
"CHRP10957",66902260,10957,"BLB-W8RJ","BLB-W8RJ","B",4.900000095
"CHRP10958",66902260,10958,"BLB-W8RH","BLB-W8RH","PB",4.5
"CHRP10959",66902260,10959,"BLB-W8RE","BLB-W8RE","PB",4.199999809
"CHRP10962",66902260,10962,"BLB-W8RU","BLB-W8RU","B",5.699999809
"CHRP10963",66902260,10963,"BLB-W8R8","BLB-W8R8","P",3.099999905
"CHRP10964",66902260,10964,"BLB-W8RA","BLB-W8RA","B",5.099999905
"CHRP10965",66902260,10965,"BLB-W8RN","BLB-W8RN","H",5.400000095
"SSC1972",66902260,10966,"OB110G6","OB110G6","PB",3.799999952
"CHRP10967",66902260,10967,"BLB-W8RS","BLB-W8RS","PB",4.599999905
"CHRP10968",66902260,10968,"BLB-W8RX","BLB-W8RX","PB",4.599999905
"CHRP10969",66902260,10969,"BLB-W8RY","BLB-W8RY","PB",3.900000095
"CHRP10970",66902260,10970,"BLB-O0G0","BLB-O0G0","PB",4.800000191
"CHRP10971",66902260,10971,"BLB-W8R7","BLB-W8R7","PB",4.699999809
"CHRP10972",66902260,10972,"BLB-W8RP","BLB-W8RP","B",5.599999905
"CHRP10974",66902260,10974,"BLB-W8RT","BLB-W8RT","B",5.099999905
"SSC36628",66902260,10975,"RW120Y3","RW120Y3","PB",4.199999809
"CHRP10976",66902260,10976,"BLB-W2BU","BLB-W2BU","PB",4.599999905
"CHRP10977",66902260,10977,"BLB-W8R6","BLB-W8R6","PB",4.199999809
"CHRP10978",66902260,10978,"BLB-W2BY","BLB-W2BY","B",4.900000095
"CHRP10980",66902260,10980,"BLB-W8R1","BLB-W8R1","B",4.800000191
"CHRP10981",66902260,10981,"BLB-W8R2","BLB-W8R2","PB",4.099999905
"CHRP10982",66902260,10982,"BLB-W8R3","BLB-W8R3","PB",4.400000095
"CHRP10983",66902260,10983,"BLB-W8R4","BLB-W8R4","B",4.699999809
"CHRP10984",66902260,10984,"BLB-W8R5","BLB-W8R5","PB",3.900000095
